First Name,Last Name,user_id,email,role,functional_unit,department,team,supervisor,NINO,address,city,county,postal,phone
Grady Craig,Coffey,GCC0744,Grady.Craig.Coffey@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,BI783668A,921 Douro St #1520,Rhoose Community,Vale of Glamorgan,CF62 3HN,
Colin Lawrence,Holder,CLH0703,Colin.Lawrence.Holder@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,WH320668C,180 Frodsham St,Grovehill Ward,Hertfordshire,HP2 7BD,
Keely Mollie,Weiss,KMW0545,Keely.Mollie.Weiss@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,VN169746C,7217 Edge Grove,Sharston Ward,Greater Manchester,M22 4ZB,
Nathaniel Hunter,Heath,NHH0185,Nathaniel.Hunter.Heath@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,SF024063A,12 Gelling St,Trossachs and Teith Ward,Stirling,FK16 6DU,
Nehru Cyrus,Everett,NCE0097,Nehru.Cyrus.Everett@dtaa.com,SystemsEngineer,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,EB380494D,763 Roscoe St,Lobley Hill and Bensham Ward,Tyne and Wear,NE11 0AN,
Anne Jane,Carey,AJC0840,Anne.Jane.Carey@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,EQ069901D,419 St Andrew St,Tibberton,Hereford and Worcester,WR9 7NS,
George Cade,Chen,GCC0945,George.Cade.Chen@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,XQ194117B,623 Cornhill,Stretton,Staffordshire,DE13 0DH,
Noah Andrew,Beck,NAB0903,Noah.Andrew.Beck@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,BA715383D,328 Havelock St #61,Addlestone Bourneside Ward,Surrey,KT15 2NL,
Alice Orli,Stout,AOS0987,Alice.Orli.Stout@dtaa.com,HealthSafetyEngineer,1 - Adminstration,4 - Safety,,Wesley Kasper Duffy,CW517041D,1056 College St South,Chester-le-Street North and Ea,County Durham,DH2 2JZ,
Jana Amanda,Dorsey,JAD0609,Jana.Amanda.Dorsey@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,WJ300442B,11 Denison St #7,Orford Ward,Cheshire,WA2 9QB,
Alea Maggie,Whitfield,AMW0392,Alea.Maggie.Whitfield@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,OI594325B,30 Daulby St,Brympton,Somerset,BA20 2EJ,
Fay Ingrid,Rodriquez,FIR0920,Fay.Ingrid.Rodriquez@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,SA061234B,201 Bran St,Ashford Common Ward,Surrey,TW15 2AJ,
Rowan Neve,Parks,RNP0211,Rowan.Neve.Parks@dtaa.com,SecurityGuard,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,KN864925D,1346 Vandyke St,Hove Park Ward,Brighton and Hove,BN3 6NS,
Rose Hanae,Yates,RHY0079,Rose.Hanae.Yates@dtaa.com,ChiefEngineer,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Declan Lester Moss,TI475108C,883 Howe St,Clayton-le-Moors Ward,Lancashire,BB5 5TJ,
Chiquita Linda,Stokes,CLS0296,Chiquita.Linda.Stokes@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,NB631307D,231 Wordsworth St,Harrow Weald Ward,Greater London,HA3 6TH,
Julian Samson,Allen,JSA0775,Julian.Samson.Allen@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,PH966617C,2449 Amberly St #6364,Temple Newsam Ward,West Yorkshire,LS15 0PQ,
Rina Denise,Mcgee,RDM0115,Rina.Denise.Mcgee@dtaa.com,AdministrativeAssistant,3 - Manufacturing,,,Byron Tyrone Williamson,FM281012B,8430 Shadwell St,Great Barr with Yew Tree Ward,West Midlands,WS5 4SU,
Joel Kennan,Mccarty,JKM0303,Joel.Kennan.Mccarty@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,KY586533C,115 Lister Rd,Barnfield Ward,Lancashire,BB5 2EY,
Irene Jemima,Meyers,IJM0139,Irene.Jemima.Meyers@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,GF925331B,7855 Sir Thomas St #7499,Calstock,Cornwall,PL17 8AR,
September Vielka,Livingston,SVL0940,September.Vielka.Livingston@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,MR439451A,1 Milton St,Little Missenden,Buckinghamshire,HP16 0DH,
Lacota Dahlia,Good,LDG0459,Lacota.Dahlia.Good@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,CC516696D,1111 Nesfield St,Tonge with the Haulgh Ward,Greater Manchester,BL2 2SU,
Raymond Otto,Bond,ROB0272,Raymond.Otto.Bond@dtaa.com,SystemsEngineer,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,LA169413A,1831 Richards St #8,Berkhamsted,Hertfordshire,HP4 2AF,
Lamar Nissim,Strickland,LNS0989,Lamar.Nissim.Strickland@dtaa.com,NursePractitioner,1 - Adminstration,5 - Medical,,Alec Mannix Mcneil,DJ417100D,8054 Low Hill,Prestbury,Gloucestershire,GL52 3BY,
Charissa Nyssa,Mcgee,CNM0800,Charissa.Nyssa.Mcgee@dtaa.com,Scientist,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,HK032895B,7252 Dansie St,East Finchley Ward,Greater London,N2 9JL,
Halla Germaine,Nolan,HGN0287,Halla.Germaine.Nolan@dtaa.com,MechanicalEngineer,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,SL908374D,76 Paulton St,Lancaster Gate Ward,Greater London,W2 3JT,
Kay Maxine,Skinner,KMS0657,Kay.Maxine.Skinner@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,AJ721844A,4 Cochrane St,Iwade,Kent,ME9 8UJ,
Beverly Melissa,Garner,BMG0917,Beverly.Melissa.Garner@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,MF509911A,5679 Gloucester Pl,Calton Ward,Dunbartonshire,G40 4BH,
Hollee Vanna,Becker,HVB0037,Hollee.Vanna.Becker@dtaa.com,SecurityGuard,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,IN991532D,45 Ledward St,Wilsden,West Yorkshire,BD15 0NJ,
Phelan Nissim,Howell,PNH0761,Phelan.Nissim.Howell@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,TI335212A,4 Monmouth Rd,Llwyn-y-Pia Community,Rhondda Cynon Taff,CF40 2JJ,
Jackson Linus,Wilkerson,JLW0053,Jackson.Linus.Wilkerson@dtaa.com,LabManager,2 - ResearchAndEngineering,1 - Research,1 - Lab,Summer Leilani Boyer,BN383772B,64 Croyland St,Clackmannanshire South Ward,Clackmannanshire,FK10 2LA,
Justine Nola,Adkins,JNA0559,Justine.Nola.Adkins@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,VP431100B,4 Vivian St,Corporation Park Ward,Lancashire,BB2 6LB,
Orla Yolanda,Middleton,OYM0026,Orla.Yolanda.Middleton@dtaa.com,HealthSafetyEngineer,1 - Adminstration,4 - Safety,,Wesley Kasper Duffy,WZ927935C,35 Dublin St,Cirencester,Gloucestershire,GL7 2EY,
Naida Imelda,Hughes,NIH0969,Naida.Imelda.Hughes@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,CM881178A,87 Pickup St,Franche Ward,Hereford and Worcester,DY10 2ZQ,
Rogan Chandler,Coffey,RCC0617,Rogan.Chandler.Coffey@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,UT287946D,7 Cottenham St,Mossend and Holytown Ward,North Lanarkshire,ML1 4TD,
Grady Jordan,Duran,GJD0298,Grady.Jordan.Duran@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,ST494670C,622 Holmes St,Heath Town Ward,Staffordshire,WV10 0AW,
Marcia Lillian,Lynn,MLL0598,Marcia.Lillian.Lynn@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,OB050591C,40 Peters Lane,Long Preston,North Yorkshire,BD23 4NF,
Daria Samantha,Mcbride,DSM0591,Daria.Samantha.Mcbride@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,DJ020699D,2 Cockburn St,Seaham,County Durham,SR7 0AR,
Selma Barbara,Nicholson,SBN0971,Selma.Barbara.Nicholson@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,VK476333D,65 Oban Rd,St. Austell,Cornwall,PL25 5AH,
Camilla Claire,Whitehead,CCW0524,Camilla.Claire.Whitehead@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,NK706773C,31 Davy St,Aveton Gifford,Devon,TQ7 4NF,
Ira Wyatt,Moss,IWM0816,Ira.Wyatt.Moss@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,QY400495C,80 Ellerslie Rd,Trotton with Chithurst,West Sussex,GU31 5JN,
John Omar,Lancaster,JOL0024,John.Omar.Lancaster@dtaa.com,AdministrativeAssistant,1 - Adminstration,3 - Training,,Walter Kaseem Foley,DU514240A,4 Sherwood St,Speke-Garston Ward,Merseyside,L24 6SH,
Ella Nita,Lewis,ENL0100,Ella.Nita.Lewis@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,WO952737D,8362 Whithorn St,Leatherhead South Ward,Surrey,KT22 8AP,
Talon Ian,Ware,TIW0299,Talon.Ian.Ware@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,JZ543971C,25 Dale St #2,Kirkintilloch East and Twechar,East Dunbartonshire,G66 3LX,
Zachery Samson,Kerr,ZSK0258,Zachery.Samson.Kerr@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,UE153711C,68 Scotland Place,Loughborough Hastings Ward,Leicestershire,LE11 2NX,
Chaim Grant,Fernandez,CGF0337,Chaim.Grant.Fernandez@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,NO698082C,338 Alfonso Rd,Alphington Ward,Devon,EX2 8LL,
Erich Harding,Bryant,EHB0420,Erich.Harding.Bryant@dtaa.com,ElectricalEngineer,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,XE918299B,65 Rankin St,Woodford cum Membris,Northamptonshire,NN11 3QR,
Rhona Germane,Nelson,RGN0408,Rhona.Germane.Nelson@dtaa.com,SystemsEngineer,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,OB544751A,8 Cookson St,Temple Newsam Ward,West Yorkshire,LS15 9EP,
Frances Hermione,Owens,FHO0630,Frances.Hermione.Owens@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,YX903737D,7 Lockhart St,Billesley Ward,West Midlands,B14 5HS,
Jescie Kristen,Jenkins,JKJ0698,Jescie.Kristen.Jenkins@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,YV369968A,363 Vandries St,Milton Ward,Essex,SS0 7TF,
Shana Callie,Ferguson,SCF0608,Shana.Callie.Ferguson@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,YK792156D,8 Gertrude St,Mossley,Greater Manchester,OL5 0QJ,
Blythe Veda,Cooke,BVC0790,Blythe.Veda.Cooke@dtaa.com,FieldServiceEngineer,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Sharon Britanni Kerr,AQ269423D,826 Rumney Rd West #7,Dingwall and Seaforth Ward,Highland,IV15 9SD,
Noel Reagan,Foster,NRF0137,Noel.Reagan.Foster@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,ZT039355C,954 Madelaine St,Central Ward,Wiltshire,SN5 8WG,
Hashim Damon,Dudley,HDD0789,Hashim.Damon.Dudley@dtaa.com,Manager,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Donovan Carlos Chapman,KA059869D,7602 Brook St #86,Broomhill Ward,Nottinghamshire,NG18 9SZ,
Irma Eugenia,Booker,IEB0153,Irma.Eugenia.Booker@dtaa.com,Accountant,4 - Finance,2 - Payroll,,Vera Mollie Jenkins,EZ004659D,966 Bower St,Frimley Green Ward,Surrey,GU16 9BB,
Idola Carly,Haley,ICH0294,Idola.Carly.Haley@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,AW749411C,2 Seacombe St,Littleborough Lakeside Ward,Greater Manchester,OL15 0JP,
Zena Sigourney,Langley,ZSL0305,Zena.Sigourney.Langley@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,LG758757B,83 Battenburg St,Girvan and South Carrick Ward,South Ayrshire,KA26 0DY,
Ann Jolie,Potts,AJP0723,Ann.Jolie.Potts@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,HF964913D,2 Whitefield Rd,Leigh-on-Sea,Essex,SS9 2DJ,
Galena Deborah,Francis,GDF0704,Galena.Deborah.Francis@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,VX429584A,869 Luke St,Wonersh,Surrey,GU5 0QU,
Thor Jameson,Diaz,TJD0996,Thor.Jameson.Diaz@dtaa.com,ElectricalEngineer,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,ZH629079A,4 Ogwen St,Chichester,West Sussex,PO19 9PF,
Ocean Maite,Summers,OMS0101,Ocean.Maite.Summers@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,LP302911C,205 Forge St #4021,Stainburn,North Yorkshire,LS21 2LS,
Bevis Christopher,Mcknight,BCM0653,Bevis.Christopher.Mcknight@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,AJ871179A,999 Upper Harrington St #61,Earlestown Ward,Merseyside,WA12 9WX,
Brett Damian,Beck,BDB0453,Brett.Damian.Beck@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,MK459689A,3 Greenleaf St #5644,Blyth,Northumberland,NE24 2RY,
Nash Conan,Knight,NCK0421,Nash.Conan.Knight@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,VF835601C,493 Wellington Rd,Upper Rawcliffe-with-Tarnacre,Lancashire,PR3 0UH,
Meredith Florence,Valdez,MFV0897,Meredith.Florence.Valdez@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,EU430108D,1257 Stone St,Northwood Ward,Greater London,HA6 1AN,
Myles August,Heath,MAH0149,Myles.August.Heath@dtaa.com,AdministrativeAssistant,4 - Finance,1 - Accounting,,Cedric Herrod Gilliam,EV076895C,1 Bousfield St,Shrewsbury,Shropshire,SY3 8NG,
Ella Cassandra,Rivera,ECR0822,Ella.Cassandra.Rivera@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,XS562636D,59 Westminster Rd,Empress Ward,Hampshire,GU14 8AY,
Preston Odysseus,Bryan,POB0343,Preston.Odysseus.Bryan@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,GX390971D,143 Clark St #802,Halliwell Ward,Greater Manchester,BL1 2PS,
Iris Rhea,Terrell,IRT0491,Iris.Rhea.Terrell@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,YW661046B,421 Monument Place #44,Hartburn Ward,Stockton-on-Tees,TS21 1BA,
Halla Kendall,Irwin,HKI0171,Halla.Kendall.Irwin@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,MN855489C,8 Gullett St,West Garioch Ward,Aberdeenshire,AB51 0HT,
Imani Aubrey,Ray,IAR0694,Imani.Aubrey.Ray@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,KK220531C,2767 Pembroke St #979,Roundway,Wiltshire,SN10 3FQ,
Cora Maisie,Mclean,CMM0487,Cora.Maisie.Mclean@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,IV475092A,47 Orry St #8243,Castleford Central and Glassho,West Yorkshire,WF10 4DW,
Armand Gabriel,Brewer,AGB0643,Armand.Gabriel.Brewer@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,BC517186C,5 Noon St,Melton Dorian Ward,Leicestershire,LE13 0RG,
Portia Illana,David,PID0426,Portia.Illana.David@dtaa.com,TestEngineer,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,NL683684A,510 Belvidere Rd,Patching Hall Ward,Essex,CM1 4BY,
Hadley Leandra,May,HLM0933,Hadley.Leandra.May@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,EK939976C,860 Rokeby St,Sunningdale,Berkshire,SL5 0AZ,
Keaton Ronan,Leonard,KRL0062,Keaton.Ronan.Leonard@dtaa.com,AdministrativeAssistant,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears,BB994274A,9362 Solomon St #97,Castle Ward,Northamptonshire,NN8 4DR,
Jonah Dakota,Bird,JDB0169,Jonah.Dakota.Bird@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,WI810491C,916 Strand St #4753,Leek,Staffordshire,ST13 5AW,
Zorita Jaime,Spears,ZJS0269,Zorita.Jaime.Spears@dtaa.com,HardwareEngineer,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,SP639252B,5 Bentinck St,Churchill Ward,Greater London,SW1V 3EW,
Cleo Jeanette,Morales,CJM0521,Cleo.Jeanette.Morales@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,WI980590C,954 Birchdale Rd,Aspley Ward,Nottinghamshire,NG8 5PY,
Jackson Rafael,Sutton,JRS0362,Jackson.Rafael.Sutton@dtaa.com,ITAdmin,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,FU471719C,7 Great Orford St,Callington,Cornwall,PL17 7DT,
Wynne Xyla,Hartman,WXH0872,Wynne.Xyla.Hartman@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,ID786583B,488 Mulberry St,Ravenshead,Nottinghamshire,NG15 9AE,
Montana Hannah,Arnold,MHA0798,Montana.Hannah.Arnold@dtaa.com,Mathematician,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,NX124001A,1761 Johnstone St,Church Langley Ward,Essex,CM17 9TZ,
Jane Zia,Day,JZD0888,Jane.Zia.Day@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,FE576106A,8899 Mere Lane,Midlothian West Ward,City of Edinburgh,EH20 9SJ,
Hedwig Dai,Duffy,HDD0806,Hedwig.Dai.Duffy@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,OF971752D,6 St Hilda St,Central Ward,South Yorkshire,S1 1EQ,
Bruce Sawyer,Barrera,BSB0990,Bruce.Sawyer.Barrera@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears,LS995014D,2725 Underley St #6452,Grangemouth Ward,Falkirk,FK3 8UB,
Amy Lucy,Chen,ALC0788,Amy.Lucy.Chen@dtaa.com,AssemblySupervisor,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Delilah Iliana Wilkinson,TJ016048B,6061 Back Nile St,Rhos-on-Sea Community,Conwy,LL28 4NL,
Jonas Connor,Riddle,JCR0921,Jonas.Connor.Riddle@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,DK225703B,9735 Linton St #2284,Kingswells,Aberdeenshire,AB16 7RW,
Rogan Reuben,Alexander,RRA0938,Rogan.Reuben.Alexander@dtaa.com,SoftwareEngineer,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,KP398104A,9 Herbert St,Blyth,Northumberland,NE24 3DQ,
Seth Harlan,Walls,SHW0578,Seth.Harlan.Walls@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,YB154037C,40 Cairo St,Warwick,Warwickshire,CV34 5LQ,
Gil Calvin,Lindsay,GCL0016,Gil.Calvin.Lindsay@dtaa.com,AdministrativeAssistant,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,VK880837C,7199 St Clare Rd,Inverclyde South Ward,Inverclyde,PA16 7BT,
Ivor Herrod,Kaufman,IHK0841,Ivor.Herrod.Kaufman@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,EM668500A,6 Conyers St #3346,Hamilton South Ward,South Lanarkshire,ML3 7TE,
Alma Leila,Duncan,ALD0529,Alma.Leila.Duncan@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,WP112793B,8657 Cedar St #2,Kinross-shire Ward,Perth and Kinross,KY13 8EQ,
Kenyon Raja,Galloway,KRG0158,Kenyon.Raja.Galloway@dtaa.com,AdministrativeAssistant,5 - SalesAndMarketing,,,Hyatt Trevor Hayes,EG000191C,8 Jacob St,Daybrook Ward,Nottinghamshire,NG5 6JB,
Teegan Jillian,Burris,TJB0302,Teegan.Jillian.Burris@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,MS670030D,6174 Botanic Pl,Ravensthorpe Ward,Cambridgeshire,PE3 7BJ,
Ivan Levi,Craig,ILC0838,Ivan.Levi.Craig@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,CR155502A,9730 Dunnet St,Silloth-on-Solway,Cumbria,CA7 4RB,
Renee Ivana,Hayden,RIH0777,Renee.Ivana.Hayden@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,NG097319C,8783 High St,Milton,Cambridgeshire,CB24 6ZR,
Hermione Casey,Witt,HCW0419,Hermione.Casey.Witt@dtaa.com,HardwareEngineer,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,JV614486C,8 Breckfield Road North,Seaham,County Durham,SR7 0AZ,
Demetrius Alvin,Levy,DAL0673,Demetrius.Alvin.Levy@dtaa.com,Physicist,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,UX673221D,82 Waterhouse Lane,Llantrisant Community,Rhondda Cynon Taff,CF72 8LB,
Roth Mannix,Simon,RMS0266,Roth.Mannix.Simon@dtaa.com,MaterialsEngineer,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,OJ507117C,2 Park Rd Walton #4338,Lansdown Ward,Gloucestershire,GL50 2LF,
Kibo Dolan,Turner,KDT0346,Kibo.Dolan.Turner@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,CR732915B,59 Charles St,Victoria Ward,Kent,TN23 4GF,
Kay Alexa,Logan,KAL0395,Kay.Alexa.Logan@dtaa.com,ComputerScientist,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,OF714922D,593 Kinglake St,Fowlmere,Cambridgeshire,SG8 7TP,
Abdul Ralph,Deleon,ARD0509,Abdul.Ralph.Deleon@dtaa.com,Technician,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,FT817693B,404 Aigburth St #4246,Audley Ward,Lancashire,BB1 2AA,
Blair Todd,Long,BTL0722,Blair.Todd.Long@dtaa.com,ProductionLineWorker,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,RI923524D,690 Copenhagen Rd,Warham,Norfolk,NR23 1NJ,
Whilemina Pandora,England,WPE0538,Whilemina.Pandora.England@dtaa.com,AssemblySupervisor,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Delilah Iliana Wilkinson,MK945968C,7 Canton St,Mildmay Ward,Greater London,N1 4RF,
Candice Lunea,Fischer,CLF0852,Candice.Lunea.Fischer@dtaa.com,Salesman,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,US759517B,79 Pine St,Radcliffe West Ward,Greater Manchester,M26 1GH,
